사고번호,발생년월,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령대,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령대,피해운전자 상해정도
2017052600100134,2017년 5월,금요일,서울특별시 광진구 자양동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 교량,승용,남,65세 이상,상해없음,승용,남,41-50세,부상신고
2017052600100135,2017년 5월,금요일,서울특별시 광진구 중곡동,경상사고,0,0,3,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,41-50세,경상,승용,남,31-40세,경상
2017052600100308,2017년 5월,금요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 교량,승용,남,65세 이상,상해없음,자전거,남,65세 이상,중상
2017052700100398,2017년 5월,토요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,남,12세 이하,중상
2017052700100399,2017년 5월,토요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 교량,승용,남,51-60세,상해없음,승용,여,31-40세,경상
2017052700100605,2017년 5월,토요일,서울특별시 광진구 중곡동,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,51-60세,상해없음,보행자,남,51-60세,부상신고
2.01705E+15,2017년 5월,일요일,서울특별시 광진구 중곡동,경상사고,0,0,2,0,차대차 - 충돌,교차로운행방법위반,건조,기타,교차로 - 교차로안,승용,남,51-60세,상해없음,기타불명,기타불명,기타불명,기타불명
2017052800100083,2017년 5월,일요일,서울특별시 광진구 구의동,중상사고,0,1,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,20세 이하,중상,승용,여,51-60세,상해없음
2017052800100341,2017년 5월,일요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,51-60세,경상
2017052800100382,2017년 5월,일요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,기타,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,이륜,남,31-40세,경상
2017052800100383,2017년 5월,일요일,서울특별시 광진구 중곡동,사망사고,1,0,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,41-50세,사망,승용,남,41-50세,상해없음
2017052900100253,2017년 5월,월요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,기타불명,기타불명,기타불명,기타불명,보행자,여,65세 이상,중상
2017053000100446,2017년 5월,화요일,서울특별시 광진구 화양동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,41-50세,상해없음,원동기,남,65세 이상,중상
2017053000100562,2017년 5월,화요일,서울특별시 광진구 구의동,부상신고사고,0,0,0,1,차대차 - 충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,원동기,남,21-30세,부상신고
2017053100100031,2017년 5월,수요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,보행자,남,51-60세,경상
2017053100100106,2017년 5월,수요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,31-40세,경상
2017060100100093,2017년 6월,목요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,41-50세,상해없음,보행자,남,65세 이상,경상
2017060100100151,2017년 6월,목요일,서울특별시 광진구 능동,부상신고사고,0,0,0,1,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로부근,원동기,남,21-30세,부상신고,승용,여,41-50세,상해없음
2017060100100558,2017년 6월,목요일,서울특별시 광진구 광장동,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,자전거,남,20세 이하,부상신고,승용,남,31-40세,상해없음
2017060100100559,2017년 6월,목요일,서울특별시 광진구 화양동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,원동기,남,21-30세,경상
2017060200100145,2017년 6월,금요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,41-50세,상해없음,승용,여,41-50세,경상
2017060200100298,2017년 6월,금요일,서울특별시 광진구 구의동,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,상해없음,이륜,남,31-40세,부상신고
2017060300100145,2017년 6월,토요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,원동기,남,21-30세,중상
2017060400100043,2017년 6월,일요일,서울특별시 광진구 자양동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,승용,남,61-64세,경상
2017060400100088,2017년 6월,일요일,서울특별시 광진구 능동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,41-50세,상해없음,승용,남,41-50세,경상
2017060400100345,2017년 6월,일요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,화물,남,51-60세,상해없음,자전거,남,31-40세,경상
2017060400100407,2017년 6월,일요일,서울특별시 광진구 능동,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,여,31-40세,경상
2017060500100017,2017년 6월,월요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,61-64세,상해없음,보행자,남,21-30세,경상
2017060500100138,2017년 6월,월요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,41-50세,상해없음,승용,남,41-50세,경상
2017060500100633,2017년 6월,월요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,보행자,여,65세 이상,경상
2017060600100081,2017년 6월,화요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,승용,남,51-60세,경상
2017060600100327,2017년 6월,화요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,51-60세,경상,승용,남,51-60세,상해없음
2017060600100431,2017년 6월,화요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 충돌,신호위반,젖음/습기,비,교차로 - 교차로횡단보도내,승용,남,65세 이상,상해없음,자전거,남,12세 이하,중상
2017060600100432,2017년 6월,화요일,서울특별시 광진구 자양동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,적설,비,단일로 - 교량,기타불명,기타불명,기타불명,기타불명,승용,남,61-64세,중상
2017060600100504,2017년 6월,화요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,적설,비,단일로 - 기타,승용,남,41-50세,상해없음,이륜,남,31-40세,경상
2017060700100191,2017년 6월,수요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,51-60세,상해없음,보행자,여,65세 이상,경상
2.01706E+15,2017년 6월,목요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,51-60세,경상
2017060800100064,2017년 6월,목요일,서울특별시 광진구 구의동,중상사고,0,2,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,중상,승용,남,21-30세,중상
2017060800100139,2017년 6월,목요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,61-64세,중상,승용,남,51-60세,상해없음
2017060800100225,2017년 6월,목요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,51-60세,경상
2017060800100226,2017년 6월,목요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,원동기,남,21-30세,상해없음,화물,남,31-40세,경상
2017060800100432,2017년 6월,목요일,서울특별시 광진구 광장동,중상사고,0,1,0,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,남,31-40세,중상
2017060800100477,2017년 6월,목요일,서울특별시 광진구 구의동,경상사고,0,0,4,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,경상,승용,여,31-40세,경상
2017061000100295,2017년 6월,토요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,승용,남,41-50세,중상
2017061000100533,2017년 6월,토요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승합,남,51-60세,상해없음,보행자,남,41-50세,경상
2017061000100534,2017년 6월,토요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,61-64세,상해없음,자전거,여,51-60세,중상
2017061100100322,2017년 6월,일요일,서울특별시 광진구 중곡동,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,승용,남,21-30세,부상신고
2017061200100031,2017년 6월,월요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,남,31-40세,경상
2017061200100075,2017년 6월,월요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,51-60세,상해없음,승용,남,41-50세,경상
2017061200100264,2017년 6월,월요일,서울특별시 광진구 화양동,중상사고,0,2,3,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,화물,남,61-64세,중상
2017061200100377,2017년 6월,월요일,서울특별시 광진구 광장동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,20세 이하,상해없음,보행자,여,31-40세,중상
2.01706E+15,2017년 6월,월요일,서울특별시 광진구 중곡동,부상신고사고,0,0,0,1,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,원동기,남,31-40세,부상신고
2017061200100532,2017년 6월,월요일,서울특별시 광진구 능동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,승용,남,51-60세,상해없음
2017061300100044,2017년 6월,화요일,서울특별시 광진구 구의동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,61-64세,상해없음
2017061300100137,2017년 6월,화요일,서울특별시 광진구 광장동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,61-64세,상해없음,승용,여,31-40세,경상
2017061300100302,2017년 6월,화요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,이륜,남,31-40세,중상
2017061300100601,2017년 6월,화요일,서울특별시 광진구 중곡동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,65세 이상,경상
2017061400100172,2017년 6월,수요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,기타,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,41-50세,상해없음
2017061400100539,2017년 6월,수요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41-50세,상해없음,승용,남,41-50세,경상
2017061500100113,2017년 6월,목요일,서울특별시 광진구 광장동,중상사고,0,1,0,0,차대차 - 충돌,차로위반,건조,맑음,단일로 - 기타,원동기,남,21-30세,중상,승용,남,61-64세,상해없음
2017061500100267,2017년 6월,목요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,보행자,남,65세 이상,중상
2.01706E+15,2017년 6월,목요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,기타불명,기타불명,보행자,남,21-30세,경상
2017061500100476,2017년 6월,목요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,기타,단일로 - 기타,승용,여,41-50세,기타불명,보행자,남,31-40세,중상
2017061600100206,2017년 6월,금요일,서울특별시 광진구 자양동,경상사고,0,0,2,0,차대차 - 충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,상해없음,승용,남,21-30세,경상
2017061600100618,2017년 6월,금요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,차로위반,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,남,51-60세,경상
2017061600100619,2017년 6월,금요일,서울특별시 광진구 자양동,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 교량,승용,남,41-50세,상해없음,승용,남,65세 이상,경상
2017061700100042,2017년 6월,토요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,이륜,남,31-40세,중상
2017061700100066,2017년 6월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,기타,단일로 - 기타,승용,남,61-64세,상해없음,원동기,남,31-40세,경상
2017061700100236,2017년 6월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,51-60세,경상
2017061700100382,2017년 6월,토요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,41-50세,경상,승용,남,51-60세,상해없음
2017061700100383,2017년 6월,토요일,서울특별시 광진구 군자동,중상사고,0,2,2,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,41-50세,중상
2017061700100448,2017년 6월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,51-60세,경상
2017061700100572,2017년 6월,토요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,보행자,여,21-30세,경상
2017061700100609,2017년 6월,토요일,서울특별시 광진구 능동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,보행자,남,51-60세,중상
2.01706E+15,2017년 6월,토요일,서울특별시 광진구 군자동,중상사고,0,1,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 교량,승용,남,61-64세,상해없음,승용,남,51-60세,경상
2017061700100667,2017년 6월,토요일,서울특별시 광진구 자양동,경상사고,0,0,4,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,21-30세,경상,승용,남,51-60세,경상
2017061800100011,2017년 6월,일요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차량단독 - 전도전복,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,21-30세,경상,,,,
2017061800100318,2017년 6월,일요일,서울특별시 광진구 중곡동,중상사고,0,1,2,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,31-40세,경상
2017061900100298,2017년 6월,월요일,서울특별시 광진구 군자동,부상신고사고,0,0,0,1,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,51-60세,기타불명,보행자,여,21-30세,부상신고
2017061900100419,2017년 6월,월요일,서울특별시 광진구 자양동,경상사고,0,0,2,0,차량단독 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,61-64세,경상,,,,
2017061900100504,2017년 6월,월요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,41-50세,상해없음,보행자,여,31-40세,중상
2017061900100565,2017년 6월,월요일,서울특별시 광진구 화양동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,건조,맑음,기타 - 기타,승용,여,20세 이하,상해없음,보행자,남,21-30세,부상신고
2017061900100598,2017년 6월,월요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,자전거,남,21-30세,경상
2017062000100065,2017년 6월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,화물,남,61-64세,상해없음
2017062100100044,2017년 6월,수요일,서울특별시 광진구 화양동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,보행자,남,41-50세,사망
2017062100100065,2017년 6월,수요일,서울특별시 광진구 자양동,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,21-30세,경상
2017062100100153,2017년 6월,수요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,,,,
2017062100100545,2017년 6월,수요일,서울특별시 광진구 능동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,보행자,남,41-50세,중상
2017062100100572,2017년 6월,수요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,흐림,단일로 - 기타,승합,남,61-64세,상해없음,,,,
2017062200100093,2017년 6월,목요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,이륜,남,41-50세,상해없음,보행자,여,51-60세,경상
2017062200100094,2017년 6월,목요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,21-30세,경상,승용,남,31-40세,경상
2017062200100592,2017년 6월,목요일,서울특별시 광진구 화양동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,31-40세,경상
2.01706E+15,2017년 6월,금요일,서울특별시 광진구 자양동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,51-60세,부상신고,승용,남,31-40세,상해없음
2017062300100395,2017년 6월,금요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,자전거,남,20세 이하,경상,승용,여,21-30세,상해없음
2017062300100498,2017년 6월,금요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,여,31-40세,경상,승용,남,51-60세,상해없음
2017062400100585,2017년 6월,토요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,여,21-30세,경상
2017062400100586,2017년 6월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,여,61-64세,상해없음,기타불명,기타불명,기타불명,기타불명
2017062500100098,2017년 6월,일요일,서울특별시 광진구 능동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승합,남,51-60세,경상
2017062600100152,2017년 6월,월요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,51-60세,상해없음,보행자,여,61-64세,중상
2017062700100116,2017년 6월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로부근,승합,남,51-60세,상해없음,보행자,남,12세 이하,경상
2017062700100313,2017년 6월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 교량,승용,여,41-50세,상해없음,보행자,남,12세 이하,경상
2017062700100314,2017년 6월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,자전거,여,65세 이상,경상
2017062700100501,2017년 6월,화요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,흐림,단일로 - 기타,이륜,남,20세 이하,상해없음,승용,남,21-30세,경상
2017062800100064,2017년 6월,수요일,서울특별시 광진구 자양동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,51-60세,상해없음
2017062800100331,2017년 6월,수요일,서울특별시 광진구 광장동,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,자전거,남,41-50세,중상,승용,여,31-40세,상해없음
2017062800100415,2017년 6월,수요일,서울특별시 광진구 군자동,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,61-64세,상해없음,,,,
2017062800100466,2017년 6월,수요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,보행자,남,51-60세,경상
2017062800100493,2017년 6월,수요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,이륜,남,21-30세,중상
2017062800100581,2017년 6월,수요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,기타,단일로 - 교량,승용,남,21-30세,상해없음,승용,여,31-40세,경상
2017062900100019,2017년 6월,목요일,서울특별시 광진구 광장동,사망사고,1,0,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,21-30세,사망,,,,
2017062900100329,2017년 6월,목요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,21-30세,상해없음,보행자,여,51-60세,중상
2017062900100455,2017년 6월,목요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,21-30세,경상,승용,남,51-60세,상해없음
2017062900100456,2017년 6월,목요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,기타불명,기타불명,기타불명,기타불명,보행자,남,21-30세,경상
2017062900100487,2017년 6월,목요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,자전거,남,21-30세,경상
2017063000100015,2017년 6월,금요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,41-50세,상해없음,보행자,남,31-40세,경상
2017063000100069,2017년 6월,금요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,남,65세 이상,중상
2017063000100595,2017년 6월,금요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,21-30세,상해없음,승용,남,21-30세,경상
2017070100100587,2017년 7월,토요일,서울특별시 광진구 중곡동,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,이륜,남,20세 이하,부상신고,승용,여,41-50세,상해없음
2017070200100042,2017년 7월,일요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,61-64세,상해없음,보행자,남,41-50세,중상
2017070200100114,2017년 7월,일요일,서울특별시 광진구 자양동,중상사고,0,1,1,0,차대차 - 추돌,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,61-64세,상해없음,승용,남,21-30세,중상
2017070200100481,2017년 7월,일요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대사람 - 횡단중,교차로운행방법위반,젖음/습기,비,교차로 - 교차로부근,승용,남,61-64세,상해없음,보행자,남,51-60세,중상
2017070300100024,2017년 7월,월요일,서울특별시 광진구 중곡동,부상신고사고,0,0,0,1,차대차 - 충돌,신호위반,젖음/습기,비,교차로 - 교차로안,승합,남,61-64세,상해없음,승용,남,61-64세,부상신고
2017070300100042,2017년 7월,월요일,서울특별시 광진구 화양동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,원동기,남,21-30세,부상신고,보행자,남,51-60세,상해없음
2017070300100346,2017년 7월,월요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,21-30세,상해없음,보행자,여,41-50세,경상
2017070300100382,2017년 7월,월요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,승용,남,31-40세,경상
2017070400100315,2017년 7월,화요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,승용,여,21-30세,경상
