사고번호,발생년월,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령대,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령대,피해운전자 상해정도,발생년도,발생월
2018051800100580.8,2018년 5월,금요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,기타불명,보행자,남,21-30세,경상,2018,5
2018051900100028.8,2018년 5월,토요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,승용,남,21-30세,경상,2018,5
2018052000100015.2,2018년 5월,일요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,20세 이하,상해없음,보행자,여,21-30세,경상,2018,5
2018050000000000.0,2018년 5월,일요일,서울특별시 광진구 능동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승합,남,51-60세,상해없음,2018,5
2018050000000000.0,2018년 5월,월요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,화물,남,41-50세,경상,2018,5
2018052100100231.2,2018년 5월,월요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차량단독 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,41-50세,상해없음,,,,,2018,5
2018050000000000.0,2018년 5월,월요일,서울특별시 광진구 자양동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,화물,남,21-30세,부상신고,2018,5
2018052100100328.8,2018년 5월,월요일,서울특별시 광진구 능동,중상사고,0,1,0,0,차대차 - 추돌,차로위반,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,이륜,남,51-60세,중상,2018,5
2018052100100480.8,2018년 5월,월요일,서울특별시 광진구 자양동,부상신고사고,0,0,0,1,차대차 - 충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,이륜,남,31-40세,부상신고,승용,남,51-60세,상해없음,2018,5
2018052100100574.0,2018년 5월,월요일,서울특별시 광진구 자양동,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,51-60세,상해없음,승용,남,31-40세,경상,2018,5
2018050000000000.0,2018년 5월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,원동기,남,21-30세,경상,2018,5
2018052200100342.0,2018년 5월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,적설,비,교차로 - 교차로안,원동기,남,41-50세,상해없음,보행자,여,51-60세,경상,2018,5
2018050000000000.0,2018년 5월,화요일,서울특별시 광진구 중곡동,경상사고,0,0,2,0,차대차 - 충돌,중앙선침범,젖음/습기,비,단일로 - 기타,승용,남,51-60세,상해없음,화물,남,41-50세,경상,2018,5
2018052200100546.0,2018년 5월,화요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,21-30세,경상,승용,남,31-40세,상해없음,2018,5
2018052200100579.2,2018년 5월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,31-40세,상해없음,보행자,남,41-50세,경상,2018,5
2018052300100064.8,2018년 5월,수요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,자전거,남,61-64세,경상,2018,5
2018052300100258.0,2018년 5월,수요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,여,41-50세,경상,2018,5
2018052400100096.0,2018년 5월,목요일,서울특별시 광진구 자양동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 교량,승용,남,51-60세,상해없음,승용,남,41-50세,경상,2018,5
2018052500100018.0,2018년 5월,금요일,서울특별시 광진구 자양동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,21-30세,중상,2018,5
2018052500100106.0,2018년 5월,금요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,원동기,여,31-40세,경상,2018,5
2018050000000000.0,2018년 5월,금요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,31-40세,상해없음,승용,남,31-40세,경상,2018,5
2018050000000000.0,2018년 5월,금요일,서울특별시 광진구 구의동,중상사고,0,2,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,31-40세,중상,승용,남,51-60세,중상,2018,5
2018052500100438.0,2018년 5월,금요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,51-60세,상해없음,,,,,2018,5
2018050000000000.0,2018년 5월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,기타,단일로 - 기타,승용,남,41-50세,상해없음,자전거,남,31-40세,경상,2018,5
2018052600100376.8,2018년 5월,토요일,서울특별시 광진구 광장동,중상사고,0,1,0,0,차대차 - 추돌,차로위반,건조,맑음,단일로 - 교량,이륜,남,51-60세,중상,승용,남,65세 이상,상해없음,2018,5
2018052600100460.8,2018년 5월,토요일,서울특별시 광진구 광장동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 교량,승용,남,41-50세,상해없음,자전거,남,31-40세,중상,2018,5
2018052600100462.0,2018년 5월,토요일,서울특별시 광진구 자양동,경상사고,0,0,3,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,승용,남,41-50세,상해없음,2018,5
2018052600100511.2,2018년 5월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,65세 이상,상해없음,2018,5
2018050000000000.0,2018년 5월,토요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,상해없음,승용,남,41-50세,경상,2018,5
2018052700100000.8,2018년 5월,일요일,서울특별시 광진구 광장동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,31-40세,상해없음,승용,남,31-40세,경상,2018,5
2018052800100534.0,2018년 5월,월요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,41-50세,경상,2018,5
2018052900100048.8,2018년 5월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,흐림,교차로 - 교차로안,승합,남,65세 이상,상해없음,자전거,남,13-20세,경상,2018,5
2018052900100214.0,2018년 5월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,21-30세,경상,2018,5
2018052900100339.2,2018년 5월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,20세 이하,기타불명,보행자,여,51-60세,경상,2018,5
2018052900100571.2,2018년 5월,화요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,자전거,남,31-40세,중상,2018,5
2018053100100304.8,2018년 5월,목요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,61-64세,상해없음,이륜,남,21-30세,중상,2018,5
2018053100100379.2,2018년 5월,목요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,이륜,남,65세 이상,경상,승용,남,31-40세,상해없음,2018,5
2018053100100420.8,2018년 5월,목요일,서울특별시 광진구 중곡동,중상사고,0,2,0,0,차대차 - 충돌,안전운전불이행,건조,흐림,교차로 - 교차로안,승용,여,51-60세,상해없음,원동기,남,13-20세,중상,2018,5
2018053100100516.8,2018년 5월,목요일,서울특별시 광진구 구의동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,21-30세,부상신고,승용,여,41-50세,상해없음,2018,5
2018060100100292.8,2018년 6월,금요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 교량,승용,남,31-40세,상해없음,승용,여,21-30세,경상,2018,6
2018060100100588.8,2018년 6월,금요일,서울특별시 광진구 중곡동,중상사고,0,1,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,원동기,남,21-30세,경상,보행자,남,51-60세,중상,2018,6
2018060200100116.8,2018년 6월,토요일,서울특별시 광진구 광장동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,원동기,남,51-60세,중상,2018,6
2018060000000000.0,2018년 6월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,41-50세,경상,2018,6
2018060200100534.0,2018년 6월,토요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,여,65세 이상,경상,2018,6
2018060200100578.0,2018년 6월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,41-50세,상해없음,이륜,남,21-30세,경상,2018,6
2018060200100604.0,2018년 6월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,65세 이상,경상,2018,6
2018060200100604.8,2018년 6월,토요일,서울특별시 광진구 광장동,중상사고,0,1,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승합,남,31-40세,중상,2018,6
2018060000000000.0,2018년 6월,일요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,,,,,2018,6
2018060300100151.2,2018년 6월,일요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,보행자,남,12세 이하,경상,2018,6
2018060300100175.2,2018년 6월,일요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,31-40세,경상,2018,6
2018060300100264.0,2018년 6월,일요일,서울특별시 광진구 구의동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 고가도로위,승용,여,31-40세,상해없음,승용,여,41-50세,경상,2018,6
2018060300100486.0,2018년 6월,일요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,경상,이륜,여,21-30세,경상,2018,6
2018060400100000.8,2018년 6월,월요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차량단독 - 전도전복,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,41-50세,중상,,,,,2018,6
2018060000000000.0,2018년 6월,월요일,서울특별시 광진구 자양동,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,31-40세,부상신고,승용,여,31-40세,상해없음,2018,6
2018060400100108.8,2018년 6월,월요일,서울특별시 광진구 중곡동,부상신고사고,0,0,0,1,차대차 - 충돌,교차로운행방법위반,건조,맑음,단일로 - 기타,자전거,남,20세 이하,부상신고,화물,남,51-60세,상해없음,2018,6
2018060500100052.0,2018년 6월,화요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,61-64세,경상,2018,6
2018060500100148.0,2018년 6월,화요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,65세 이상,상해없음,승용,여,41-50세,중상,2018,6
2018060500100192.0,2018년 6월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,화물,남,51-60세,경상,2018,6
2018060000000000.0,2018년 6월,화요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,보행자,여,51-60세,경상,2018,6
2018060500100478.0,2018년 6월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,여,21-30세,경상,2018,6
2018060500100591.2,2018년 6월,화요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,41-50세,상해없음,승용,남,61-64세,경상,2018,6
2018060500100592.0,2018년 6월,화요일,서울특별시 광진구 광장동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,남,41-50세,경상,2018,6
2018060500100592.8,2018년 6월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,원동기,남,21-30세,경상,2018,6
2018060500100594.0,2018년 6월,화요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,여,41-50세,경상,승용,남,51-60세,상해없음,2018,6
2018060600100000.8,2018년 6월,수요일,서울특별시 광진구 중곡동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,51-60세,중상,2018,6
2018060600100436.0,2018년 6월,수요일,서울특별시 광진구 화양동,경상사고,0,0,3,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,21-30세,경상,승용,남,31-40세,경상,2018,6
2018060600100516.8,2018년 6월,수요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,이륜,남,13-20세,경상,2018,6
2018060700100316.8,2018년 6월,목요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,61-64세,상해없음,승용,남,31-40세,경상,2018,6
2018060700100426.0,2018년 6월,목요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,승용,남,65세 이상,경상,2018,6
2018060800100107.2,2018년 6월,금요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,원동기,남,31-40세,중상,2018,6
2018060800100108.0,2018년 6월,금요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,51-60세,상해없음,승합,남,41-50세,경상,2018,6
2018060800100396.0,2018년 6월,금요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,이륜,남,21-30세,경상,2018,6
2018060800100504.8,2018년 6월,금요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,20세 이하,경상,승용,남,41-50세,상해없음,2018,6
2018060900100095.2,2018년 6월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,51-60세,경상,2018,6
2018060900100342.0,2018년 6월,토요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,이륜,남,21-30세,중상,2018,6
2018060900100403.2,2018년 6월,토요일,서울특별시 광진구 중곡동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,31-40세,경상,승합,남,51-60세,경상,2018,6
2018060900100588.8,2018년 6월,토요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,21-30세,경상,2018,6
2018060000000000.0,2018년 6월,토요일,서울특별시 광진구 중곡동,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,원동기,남,31-40세,부상신고,기타불명,기타불명,기타불명,기타불명,2018,6
2018061000100000.8,2018년 6월,일요일,서울특별시 광진구 자양동,경상사고,0,0,2,0,차대차 - 충돌,교차로운행방법위반,적설,비,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,남,51-60세,경상,2018,6
2018061000100002.0,2018년 6월,일요일,서울특별시 광진구 화양동,중상사고,0,1,1,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,41-50세,중상,2018,6
2018061000100028.0,2018년 6월,일요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로횡단보도내,승용,남,65세 이상,상해없음,보행자,여,21-30세,경상,2018,6
2018061000100184.8,2018년 6월,일요일,서울특별시 광진구 중곡동,중상사고,0,1,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,21-30세,경상,자전거,남,13-20세,중상,2018,6
2018061000100264.0,2018년 6월,일요일,서울특별시 광진구 화양동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,자전거,여,51-60세,부상신고,보행자,남,13-20세,상해없음,2018,6
2018060000000000.0,2018년 6월,일요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,41-50세,상해없음,보행자,여,51-60세,경상,2018,6
2018060000000000.0,2018년 6월,월요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,65세 이상,중상,승용,남,65세 이상,상해없음,2018,6
2018061100100224.8,2018년 6월,월요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,이륜,남,21-30세,경상,2018,6
2018061100100602.0,2018년 6월,월요일,서울특별시 광진구 중곡동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,남,51-60세,경상,2018,6
2018061200100135.2,2018년 6월,화요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,31-40세,경상,2018,6
2018061200100460.8,2018년 6월,화요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,여,31-40세,상해없음,이륜,남,51-60세,경상,2018,6
2018061300100262.0,2018년 6월,수요일,서울특별시 광진구 능동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,이륜,남,21-30세,경상,2018,6
2018061300100518.0,2018년 6월,수요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,65세 이상,상해없음,자전거,여,21-30세,중상,2018,6
2018061400100031.2,2018년 6월,목요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차량단독 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,31-40세,중상,,,,,2018,6
2018061400100164.8,2018년 6월,목요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,원동기,남,51-60세,중상,2018,6
2018061400100166.0,2018년 6월,목요일,서울특별시 광진구 광장동,경상사고,0,0,1,1,차대차 - 추돌,안전운전불이행,건조,흐림,단일로 - 기타,특수,남,51-60세,상해없음,승합,남,41-50세,경상,2018,6
2018060000000000.0,2018년 6월,목요일,서울특별시 광진구 화양동,중상사고,0,1,1,0,차대차 - 충돌,안전거리미확보,건조,흐림,단일로 - 기타,승합,남,41-50세,상해없음,특수,남,51-60세,기타불명,2018,6
2018061400100456.8,2018년 6월,목요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,남,51-60세,중상,2018,6
2018060000000000.0,2018년 6월,목요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,원동기,남,13-20세,경상,2018,6
2018061500100356.8,2018년 6월,금요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,41-50세,상해없음,보행자,남,21-30세,경상,2018,6
2018061500100624.8,2018년 6월,금요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,41-50세,상해없음,이륜,남,41-50세,경상,2018,6
2018061600100000.8,2018년 6월,토요일,서울특별시 광진구 구의동,경상사고,0,0,2,1,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,남,41-50세,경상,2018,6
2018061600100168.8,2018년 6월,토요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,31-40세,경상,2018,6
2018061600100319.2,2018년 6월,토요일,서울특별시 광진구 자양동,중상사고,0,1,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,31-40세,중상,2018,6
2018061600100396.0,2018년 6월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,화물,남,61-64세,경상,2018,6
2018061800100046.0,2018년 6월,월요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,남,65세 이상,경상,2018,6
2018061800100079.2,2018년 6월,월요일,서울특별시 광진구 군자동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,21-30세,부상신고,승용,남,61-64세,상해없음,2018,6
2018061800100216.0,2018년 6월,월요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41-50세,상해없음,보행자,여,61-64세,경상,2018,6
2018061800100575.2,2018년 6월,월요일,서울특별시 광진구 구의동,경상사고,0,0,1,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,원동기,남,51-60세,부상신고,승용,여,31-40세,경상,2018,6
2018061800100663.2,2018년 6월,월요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 충돌,기타,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,이륜,남,31-40세,중상,2018,6
2018061900100027.2,2018년 6월,화요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,여,21-30세,경상,2018,6
2018061900100044.8,2018년 6월,화요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,31-40세,상해없음,보행자,남,51-60세,경상,2018,6
2018061900100532.0,2018년 6월,화요일,서울특별시 광진구 구의동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,61-64세,부상신고,승용,남,31-40세,상해없음,2018,6
2018062000100016.0,2018년 6월,수요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,보행자,남,21-30세,경상,2018,6
2018062000100579.2,2018년 6월,수요일,서울특별시 광진구 중곡동,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,자전거,남,21-30세,경상,자전거,남,41-50세,경상,2018,6
2018062100100024.8,2018년 6월,목요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,여,51-60세,중상,2018,6
2018062100100072.0,2018년 6월,목요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,20세 이하,경상,승용,남,21-30세,상해없음,2018,6
2018060000000000.0,2018년 6월,목요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,원동기,남,21-30세,경상,승용,여,51-60세,상해없음,2018,6
2018062200100119.2,2018년 6월,금요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,21-30세,상해없음,자전거,남,21-30세,경상,2018,6
2018062200100287.2,2018년 6월,금요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,불법유턴,건조,맑음,단일로 - 기타,승용,여,61-64세,상해없음,승용,남,31-40세,경상,2018,6
2018062200100475.2,2018년 6월,금요일,서울특별시 광진구 광장동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,65세 이상,상해없음,이륜,남,21-30세,중상,2018,6
