도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부
뚝섬로24길,주거지 도로,37.5347614,127.0630491,37.5353945,127.062661,,,,417365056,,,,
동일로4가길,주거지 도로,37.5361699,127.0623352,37.5353488,127.0628079,,,,417365057,,,,
동일로4길,주거지 도로,37.5361699,127.0623352,37.5358633,127.0635152,,,,417365043,,,,
동일로4길,주거지 도로,37.5361699,127.0623352,37.536332,127.0616537,,,,417365043,,,,
뚝섬로22가길,주거지 도로,37.5353488,127.0628079,37.5352201,127.0632505,,,,417365048,,,,
뚝섬로22가길,주거지 도로,37.5353488,127.0628079,37.5353945,127.062661,,,,417365048,,,,
동일로4가길,주거지 도로,37.5353488,127.0628079,37.5361699,127.0623352,,,,417365057,,,,
뚝섬로22길,주거지 도로,37.5356184,127.0612713,37.5357335,127.061333,,,,417365040,,,,
뚝섬로22길,주거지 도로,37.5356184,127.0612713,37.5355664,127.0612434,,,,417365040,,,,
뚝섬로22길,주거지 도로,37.5356184,127.0612713,37.5350722,127.0615244,,,,417365059,,,,
뚝섬로22길,주거지 도로,37.5350722,127.0615244,37.5356184,127.0612713,,,,417365059,,,,
동일로,주도로,37.5361616,127.060801,37.5363336,127.0608924,,,,47234010,,,True,
동일로,주거지 도로,37.5361616,127.060801,37.5361337,127.0608744,,,,417365061,,,,
뚝섬로22길,주거지 도로,37.5355664,127.0612434,37.5356184,127.0612713,,,,417365040,,,,
뚝섬로22길,주거지 도로,37.5355664,127.0612434,37.5350879,127.0609815,,,,417365040,,,,
동일로,주거지 도로,37.5355664,127.0612434,37.5361337,127.0608744,,,,417365061,,,,
능동로3길,주거지 도로,37.5349015,127.0616772,37.5350879,127.0609815,,,,129527351,,,,
능동로3길,주거지 도로,37.5349015,127.0616772,37.5347174,127.0624014,,,,129527351,,,,
뚝섬로22길,주거지 도로,37.5349015,127.0616772,37.5341289,127.0619956,,,,417365065,,,,
능동로3길,주거지 도로,37.5340344,127.063844,37.5342262,127.0641985,,,,417365068,,,,
,주거지 도로,37.5340344,127.063844,37.5343794,127.0636514,,,,417365069,,,,
"['능동로3길', '뚝섬로22길']",주거지 도로,37.5340344,127.063844,37.5340204,127.0627032,,,,"[417365066, 417365068]",,,,
능동로3길,주거지 도로,37.5343794,127.0636514,37.5345703,127.0629525,,,,129527351,,,,
능동로3길,주거지 도로,37.5343794,127.0636514,37.5342799,127.0639951,,,,129527351,,,,
,주거지 도로,37.5343794,127.0636514,37.5340344,127.063844,,,,417365069,,,,
중랑천 자전거길 군자교 동편 출입로,,37.5600263,127.0727908,37.5600303,127.072696,,yes,,419136529,,,,
"['중랑천 자전거길', '중랑천 자전거길 (군자교 동편)', '중랑천 자전거길 (급커브 주의)']",,37.5600263,127.0727908,37.5650648,127.0756613,,,,"[827799354, 827799355, 932558647]",,,,
용마산로8다길,주거지 도로,37.5617582,127.0889458,37.561976,127.0889004,,,,417059441,,,,
용마산로8가길,주거지 도로,37.5617582,127.0889458,37.5617144,127.0885835,,,,417059443,,,,
용마산로8다길,주거지 도로,37.5617582,127.0889458,37.5613637,127.0893282,,,,417059441,,,,
용마산로8가길,주거지 도로,37.5617582,127.0889458,37.5617129,127.0893366,,,,417059443,,,,
긴고랑로31길,주거지 도로,37.5611298,127.0869371,37.5604427,127.0870672,,,,380760296,,,,
긴고랑로31길,주거지 도로,37.5611298,127.0869371,37.5619981,127.0867782,,,,380760296,,,,
,주거지 도로,37.5611298,127.0869371,37.5611917,127.0873779,,,,417054210,,,,
,주거지 도로,37.5611298,127.0869371,37.5610844,127.086619,,,,417054210,,,,
동일로22길,주거지 도로,37.5407753,127.0700743,37.5408768,127.0697761,,,,255631747,,,,
동일로22길,주거지 도로,37.5407753,127.0700743,37.540636,127.0704849,,,,255631747,,,,
아차산로33길,주거지 도로,37.5407753,127.0700743,37.5410229,127.0701795,,,,255631682,,,True,
뚝섬로30길,주거지 도로,37.5346978,127.067068,37.5355412,127.0661399,,,,179743243,,,,
뚝섬로30길,주거지 도로,37.5346978,127.067068,37.5340986,127.0677303,,,,179743243,,,,
뚝섬로32길,주거지 도로,37.5346978,127.067068,37.5354735,127.0674476,,,,179743245,,,,
뚝섬로32길,주거지 도로,37.5346978,127.067068,37.5343686,127.0668948,,,,179743245,,,,
능동로13길,주거지 도로,37.5428407,127.0710434,37.5434145,127.0704622,,,,255631683,,,,
능동로13길,주거지 도로,37.5428407,127.0710434,37.5426033,127.0712688,,,,255631683,,,,
아차산로33길,주거지 도로,37.5428407,127.0710434,37.5431696,127.0711998,,,,1112205783,,,True,
,서비스 도로,37.5428407,127.0710434,37.5428518,127.0707421,,,,1118801143,,,,
,,37.5553647,127.0985318,37.556218,127.099355,,,,925869094,,,,
,,37.5553647,127.0985318,37.5544216,127.097109,,,,925869094,,,,
,,37.5553647,127.0985318,37.5566618,127.0960695,,,,1274050229,,,,
,,37.5553647,127.0985318,37.5551545,127.1012466,,,,1274050229,,,,
해맞이길,,37.5566618,127.0960695,37.5587873,127.1008219,,,,621678598,,,,
,,37.5566618,127.0960695,37.5635444,127.0969278,,,,1274050229,,,,
,,37.5566618,127.0960695,37.5553647,127.0985318,,,,1274050229,,,,
,,37.5635444,127.0969278,37.5628624,127.095994,,,,1101766221,,,,
,,37.5635444,127.0969278,37.5641565,127.0966863,,,,1274050229,,,,
,,37.5635444,127.0969278,37.5566618,127.0960695,,,,1274050229,,,,
,,37.5641565,127.0966863,37.5639193,127.0965129,,,,238270575,,,,
,,37.5641565,127.0966863,37.5722056,127.1031536,,,,"[1274050227, 241753399, 238270575]",,,,
,,37.5641565,127.0966863,37.5635444,127.0969278,,,,1274050229,,,,
,,37.5666553,127.0939747,37.5684073,127.094408,,,,238271297,,,,
,,37.5666553,127.0939747,37.5651077,127.0936624,,,,238271297,,,,
,,37.5666553,127.0939747,37.5651077,127.0936624,,,,459737856,,,,
,,37.5635531,127.0934942,37.5648183,127.0937191,,,,238271297,,,,
,,37.5635531,127.0934942,37.5629753,127.0935426,,,,238271297,,,,
,,37.5635531,127.0934942,37.5629753,127.0935426,,,,459737857,,,,
,,37.5629753,127.0935426,37.5635531,127.0934942,,,,238271297,,,,
,,37.5629753,127.0935426,37.5635531,127.0934942,,,,459737857,,,,
,,37.5629753,127.0935426,37.5623125,127.0956055,,,,238271297,,,,
,서비스 도로,37.5545975,127.1102959,37.5539529,127.1106628,,,,193282408,,,True,
광나루로19길,주거지 도로,37.5494841,127.0729687,37.5494456,127.0729952,,,,381467391,,,,
광나루로19길,주거지 도로,37.5494841,127.0729687,37.5498925,127.0729617,,,,"[784823983, 468477349, 784823982, 381467391]",,,,
광나루로19길,주거지 도로,37.5494841,127.0729687,37.549639,127.0732369,,,,"[468382284, 468382887]",,,,
,,37.549639,127.0732369,37.5496705,127.0732825,,,,784819722,,,,
광나루로19길,주거지 도로,37.549639,127.0732369,37.5498059,127.0730747,,,,468382887,,,,
광나루로19길,주거지 도로,37.549639,127.0732369,37.5494841,127.0729687,,,,"[468382284, 468382887]",,,,
광나루로19길,주거지 도로,37.5498059,127.0730747,37.549639,127.0732369,,,,468382887,,,,
긴고랑로,2차로,37.5611623,127.0843193,37.5612886,127.0841038,,,,393712976,,,,
긴고랑로,2차로,37.5611623,127.0843193,37.5610564,127.0844998,,,,393712976,,,,
긴고랑로,서비스 도로,37.5611623,127.0843193,37.5611182,127.0842931,,,,468442110,,,,
,서비스 도로,37.5611623,127.0843193,37.5616195,127.0847983,,,,1160817479,,,,
능동로46길,주거지 도로,37.5607206,127.0840571,37.5608303,127.0837704,,,,417059452,,,,
능동로46길,주거지 도로,37.5607206,127.0840571,37.5606438,127.0842583,,,,417059452,,,,
긴고랑로,서비스 도로,37.5607206,127.0840571,37.5611182,127.0842931,,,,468442110,,,,
능동로44길,서비스 도로,37.5607206,127.0840571,37.5602238,127.0837733,,,,468442111,,,,
능동로44길,주거지 도로,37.5602238,127.0837733,37.5603363,127.0834491,,,,380764180,,,True,
능동로44길,서비스 도로,37.5602238,127.0837733,37.5607206,127.0840571,,,,468442111,,,,
천호대로117길,주거지 도로,37.5554561,127.0845439,37.5559328,127.0848597,,,,380764224,,,,
천호대로117길,주거지 도로,37.5554561,127.0845439,37.5553329,127.0844711,,,,380764224,,,,
천호대로,,37.5554561,127.0845439,37.5550187,127.0856912,,,,468448233,,,,
천호대로,,37.5554561,127.0845439,37.5559435,127.0832447,,,,468448233,,,,
용마산로3길,주거지 도로,37.5562763,127.0880967,37.5562832,127.0881628,,,,380764219,30,,,
용마산로3길,주거지 도로,37.5562763,127.0880967,37.5562015,127.0873801,,,,380764219,30,,,
,,37.5562763,127.0880967,37.5576917,127.0878293,,,,468448234,,,,
,,37.5562763,127.0880967,37.554581,127.0883308,,,,842085681,,,,
긴고랑로26길,주거지 도로,37.5604429,127.0855826,37.5601243,127.0854016,,,,380764207,,,,
긴고랑로26길,주거지 도로,37.5604429,127.0855826,37.5605059,127.0856184,,,,380764207,,,,
,,37.5604429,127.0855826,37.5607857,127.084916,,,,468448235,,,,
,,37.5604429,127.0855826,37.5598066,127.086759,,,,468448235,,,,
긴고랑로22길,주거지 도로,37.5610123,127.0844753,37.5606438,127.0842583,,,,380764206,,,,
긴고랑로22길,주거지 도로,37.5610123,127.0844753,37.5610564,127.0844998,,,,380764206,,,,
,,37.5610123,127.0844753,37.5611182,127.0842931,,,,468448235,,,,
,,37.5610123,127.0844753,37.5608641,127.0847635,,,,468448235,,,,
광나루로19길,주거지 도로,37.5498925,127.0729617,37.5494841,127.0729687,,,,"[381467391, 468477349, 784823982, 784823983]",,,,
군자로10길,주거지 도로,37.5492015,127.0724745,37.5491211,127.0723236,,,,381467392,,,,
군자로10길,주거지 도로,37.5492015,127.0724745,37.5489127,127.0726503,,,,468478739,,,,
군자로10길,주거지 도로,37.5492015,127.0724745,37.5492802,127.0726222,,,,381467392,,,,
군자로10길,주거지 도로,37.5489127,127.0726503,37.5492015,127.0724745,,,,468478739,,,,
군자로,3차로,37.5528781,127.0722473,37.5529965,127.0724822,,,,175357606,,,,
군자로,3차로,37.5528781,127.0722473,37.5527187,127.071958,,,,175357606,,,,
군자로12길,주거지 도로,37.5528781,127.0722473,37.5523995,127.0723585,,,,468573536,,,,
군자로12길,서비스 도로,37.5523995,127.0723585,37.5523378,127.0722066,,,driveway,468573539,,,,
군자로12길,주거지 도로,37.5523995,127.0723585,37.5521099,127.072595,,,,"[468573536, 468573538]",,,,
군자로12길,주거지 도로,37.5523995,127.0723585,37.5528781,127.0722473,,,,468573536,,,,
군자로12길,주거지 도로,37.5521099,127.072595,37.5514089,127.0724141,,,,468573538,,,,
군자로12길,주거지 도로,37.5521099,127.072595,37.5523995,127.0723585,,,,"[468573536, 468573538]",,,,
,주거지 도로,37.5521099,127.072595,37.5520819,127.0727708,,,,"[962791838, 962791839]",,,,
군자로12길,주거지 도로,37.5514089,127.0724141,37.5509262,127.0721408,,,,468573538,,,,
군자로12길,주거지 도로,37.5514089,127.0724141,37.5521099,127.072595,,,,468573538,,,,
,주거지 도로,37.5514089,127.0724141,37.5507765,127.0728576,,,,755451314,,,,
군자로12길,서비스 도로,37.5523378,127.0722066,37.5523995,127.0723585,,,driveway,468573539,,,,
아차산로40길,주거지 도로,37.5363455,127.0781993,37.5366375,127.0783128,,,,174699361,,,,
아차산로40길,주거지 도로,37.5363455,127.0781993,37.5363051,127.0781832,,,,174699361,,,,
아차산로44길,주거지 도로,37.5363455,127.0781993,37.5363618,127.0788991,,,,174699365,,,,
아차산로40길,주거지 도로,37.5361742,127.0774303,37.5363096,127.0776965,,,,468637787,,,,
아차산로40길,주거지 도로,37.5364925,127.0774178,37.5363096,127.0776965,,,,468650400,,,,
아차산로55길,주거지 도로,37.5404271,127.086716,37.5407438,127.0868484,,,,175320489,,,,
아차산로55길,주거지 도로,37.5404271,127.086716,37.5397487,127.0864326,,,,175320489,,,,
구의로3길,주거지 도로,37.5404271,127.086716,37.5403923,127.0869701,,,,671758201,,1,,
아차산로57길,주거지 도로,37.5401753,127.0885565,37.5404611,127.0886353,,,,175320480,,,,
아차산로57길,주거지 도로,37.5401753,127.0885565,37.5398811,127.0884729,,,,175320480,,,,
구의로3길,주거지 도로,37.5401753,127.0885565,37.5401373,127.0888259,,,,468752228,,1,,
구의로3길,주거지 도로,37.5401753,127.0885565,37.5402585,127.0879482,,,,671758201,,1,,
구의로,3차로,37.5399534,127.0895584,37.54012,127.0896,,,,516647756,,,,
구의로3길,주거지 도로,37.5399534,127.0895584,37.5401373,127.0888259,,,,468752228,,1,,
구의로,3차로,37.5399534,127.0895584,37.5388146,127.0892775,,,,516647756,,,,
아차산로33길,주거지 도로,37.5422603,127.0707676,37.542555,127.0709076,,,,255631682,,,True,
동일로24길,주거지 도로,37.5422603,127.0707676,37.5423571,127.0704798,,,,381409366,,,True,
군자로12길,주거지 도로,37.5509357,127.0717453,37.5510272,127.0719112,,,,381467394,,,,
군자로12길,주거지 도로,37.5509357,127.0717453,37.5509262,127.0721408,,,,381467393,,,,
군자로12길,주거지 도로,37.5509357,127.0717453,37.5509124,127.0711826,,,,381467393,,,,
군자로,주거지 도로,37.5496963,127.0712895,37.5497177,127.0709429,,,,381467410,,,,
,서비스 도로,37.5341953,127.084553,37.5342221,127.0846657,,,,469346484,,,,
자양로,주도로,37.5341953,127.084553,37.5344909,127.084439,,,,1193259437,50,4,True,
,서비스 도로,37.5345599,127.0861871,37.5344707,127.0857901,,,,469346484,,,,
,서비스 도로,37.5344707,127.0857901,37.5345599,127.0861871,,,,469346484,,,,
,서비스 도로,37.5344707,127.0857901,37.5342221,127.0846657,,,,469346484,,,,
,서비스 도로,37.5344707,127.0857901,37.5342865,127.0874278,,,,470847372,,,,
,서비스 도로,37.5346501,127.0875603,37.5343533,127.0877108,,,,469346485,,,,
,서비스 도로,37.5340666,127.0877954,37.5343533,127.0877108,,,,469346485,,,,
,서비스 도로,37.5342865,127.0874278,37.5333351,127.0878513,,,,469346486,,,,
,서비스 도로,37.5342865,127.0874278,37.5343533,127.0877108,,,,470847372,,,,
,서비스 도로,37.5342865,127.0874278,37.5344707,127.0857901,,,,470847372,,,,
,서비스 도로,37.5333351,127.0878513,37.5342865,127.0874278,,,,469346486,,,,
뚝섬로,2차로,37.5333351,127.0878513,37.5335845,127.0886877,,,,37398872,,2,,
뚝섬로,2차로,37.5333351,127.0878513,37.5332611,127.0876285,,,,37398872,,2,,
광나루로16길,주거지 도로,37.5471048,127.0693213,37.5471941,127.0693706,,,,381409378,,,,
광나루로16길,주거지 도로,37.5471048,127.0693213,37.5468851,127.0692003,,,,381409378,,,,
광나루로16길,주거지 도로,37.5471048,127.0693213,37.5469702,127.0697503,,,,469439253,,,,
광나루로16길,주거지 도로,37.5469702,127.0697503,37.5471048,127.0693213,,,,469439253,,,,
광나루로16길,주거지 도로,37.547229,127.0693898,37.547517,127.0695485,,,,381409378,,,,
광나루로16길,주거지 도로,37.547229,127.0693898,37.5471941,127.0693706,,,,381409378,,,,
광나루로16길,주거지 도로,37.547229,127.0693898,37.5471413,127.0696632,,,,469439343,,,,
광나루로16길,주거지 도로,37.5471413,127.0696632,37.547229,127.0693898,,,,469439343,,,,
광나루로16길,주거지 도로,37.5471941,127.0693706,37.547229,127.0693898,,,,381409378,,,,
광나루로16길,주거지 도로,37.5471941,127.0693706,37.5471048,127.0693213,,,,381409378,,,,
광나루로16길,주거지 도로,37.5471941,127.0693706,37.5472436,127.0692085,,,,469439431,,,,
광나루로16길,주거지 도로,37.5472436,127.0692085,37.5471941,127.0693706,,,,469439431,,,,
동일로28길,주거지 도로,37.5465259,127.0696537,37.5460641,127.0693953,,,,469439506,,,,
동일로28길,주거지 도로,37.5460641,127.0693953,37.5460364,127.0694877,,,,381409373,,,,
동일로28길,주거지 도로,37.5460641,127.0693953,37.5461883,127.0689772,,,,381409373,,,,
동일로28길,주거지 도로,37.5460641,127.0693953,37.5465259,127.0696537,,,,469439506,,,,
광나루로50길,주거지 도로,37.5422571,127.0936119,37.5424171,127.093849,,,,175320414,,,,
광나루로50길,주거지 도로,37.5422571,127.0936119,37.5421646,127.0934655,,,,175320414,,,,
구의로16길,주거지 도로,37.5422571,127.0936119,37.5422062,127.0936624,,,,469683320,,,,
구의로16길,주거지 도로,37.5422571,127.0936119,37.5433055,127.0925909,,,,469683321,,,,
광나루로52길,주거지 도로,37.5411875,127.0946812,37.5413382,127.0949318,,,,417323990,,,,
광나루로52길,주거지 도로,37.5411875,127.0946812,37.5408647,127.0941444,,,,417323990,,,,
구의로16길,주거지 도로,37.5411875,127.0946812,37.5419264,127.0939506,,,,469683320,,,,
광나루로46길,주거지 도로,37.5433055,127.0925909,37.5423162,127.0924311,,,,175320475,,,,
광나루로46길,주거지 도로,37.5433055,127.0925909,37.5433442,127.0925972,,,,175320475,,,,
구의로16길,주거지 도로,37.5433055,127.0925909,37.5422571,127.0936119,,,,469683321,,,,
구의로16길,주거지 도로,37.5420937,127.0937739,37.5420073,127.0938651,,,,469683320,,,,
구의로16길,주거지 도로,37.5420937,127.0937739,37.5422062,127.0936624,,,,469683320,,,,
,주거지 도로,37.5420937,127.0937739,37.5419447,127.0935532,,,,469683322,,,,
,주거지 도로,37.5419447,127.0935532,37.5420937,127.0937739,,,,469683322,,,,
,주거지 도로,37.5418599,127.0936365,37.5420073,127.0938651,,,,469683323,,,,
구의로16길,주거지 도로,37.5419264,127.0939506,37.5420073,127.0938651,,,,469683320,,,,
,주거지 도로,37.5419264,127.0939506,37.5417916,127.0937516,,,,469683324,,,,
구의로16길,주거지 도로,37.5419264,127.0939506,37.5411875,127.0946812,,,,469683320,,,,
,주거지 도로,37.5417916,127.0937516,37.5419264,127.0939506,,,,469683324,,,,
구의로16길,주거지 도로,37.5422062,127.0936624,37.5420937,127.0937739,,,,469683320,,,,
구의로16길,주거지 도로,37.5422062,127.0936624,37.5422571,127.0936119,,,,469683320,,,,
,주거지 도로,37.5422062,127.0936624,37.5421646,127.0934655,,,,469687488,,,,
광나루로50길,주거지 도로,37.5421646,127.0934655,37.5422571,127.0936119,,,,175320414,,,,
광나루로50길,주거지 도로,37.5421646,127.0934655,37.5418549,127.0929756,,,,175320414,,,,
,주거지 도로,37.5421646,127.0934655,37.5422062,127.0936624,,,,469687488,,,,
구의로16길,주거지 도로,37.5420073,127.0938651,37.5419264,127.0939506,,,,469683320,,,,
구의로16길,주거지 도로,37.5420073,127.0938651,37.5420937,127.0937739,,,,469683320,,,,
,주거지 도로,37.5420073,127.0938651,37.5418599,127.0936365,,,,469683323,,,,
아차산로39길,주거지 도로,37.5381412,127.0788822,37.5378082,127.0787426,,,,175320263,,,,
아차산로39길,주거지 도로,37.5381412,127.0788822,37.5384523,127.0790234,,,,175320263,,,,
,,37.5381412,127.0788822,37.5383154,127.079671,,,,469939572,,,,
광나루로40길,주거지 도로,37.543479,127.0893206,37.5435555,127.089338,,,,417323985,,,,
광나루로40길,주거지 도로,37.543479,127.0893206,37.5429773,127.0892067,,,,417323985,,,,
구의로11길,서비스 도로,37.543479,127.0893206,37.5434359,127.0896176,,,,473073166,,,,
구의로11길,서비스 도로,37.5433314,127.090337,37.5433643,127.0901104,,,,473073166,,,,
구의로,3차로,37.5433314,127.090337,37.5435236,127.0903842,,,,516647756,,,,
구의로,3차로,37.5433314,127.090337,37.5428262,127.0902129,,,,516647756,,,,
자양로30길,주거지 도로,37.5429031,127.089701,37.5429773,127.0892067,,,,175320450,,1,True,
자양로30길,생활도로,37.5429031,127.089701,37.5434049,127.0898311,,,,473073212,,,,
광장로,3차로,37.5477611,127.1057985,37.5476357,127.105253,,,,175320419,,,,
광장로,3차로,37.5477611,127.1057985,37.5480097,127.1067934,,,,175320419,,,,
아차산로,주거지 도로,37.5477611,127.1057985,37.5469911,127.1057937,,,,469952759,,,,
,,37.5469911,127.1057937,37.5480097,127.1067934,,,,408517218,,,,
,,37.5469911,127.1057937,37.5468803,127.1059488,,,,520407918,,,,
,,37.5469911,127.1057937,37.5462103,127.105075,,,,"[408517218, 408517220]",,,,
아차산로,주거지 도로,37.5469911,127.1057937,37.5477611,127.1057985,,,,469952759,,,,
광나루로38길,주거지 도로,37.5436295,127.088052,37.5441646,127.0882775,,,,417323981,,,,
광나루로38길,주거지 도로,37.5436295,127.088052,37.5431522,127.0878508,,,,417323981,,,,
구의로11길,주거지 도로,37.5436295,127.088052,37.5435719,127.0890538,,,,469953595,,,,
광나루로40길,주거지 도로,37.5435555,127.089338,37.5440578,127.0894521,,,,417323985,,,,
광나루로40길,주거지 도로,37.5435555,127.089338,37.543479,127.0893206,,,,417323985,,,,
구의로11길,주거지 도로,37.5435555,127.089338,37.5435719,127.0890538,,,,469953595,,,,
자양로32길,주거지 도로,37.5440094,127.0897861,37.5439096,127.0904748,,,,175320459,,,,
자양로32길,주거지 도로,37.5440094,127.0897861,37.5440578,127.0894521,,,,175320459,,,,
구의로11길,생활도로,37.5440094,127.0897861,37.5434359,127.0896176,,,,469953864,,,,
구의로11길,생활도로,37.5434359,127.0896176,37.5440094,127.0897861,,,,469953864,,,,
구의로11길,서비스 도로,37.5434359,127.0896176,37.5434049,127.0898311,,,,473073166,,,,
구의로11길,서비스 도로,37.5434359,127.0896176,37.543479,127.0893206,,,,473073166,,,,
미가로,주거지 도로,37.5382971,127.0871932,37.5385437,127.0881885,,,,175320359,,2,,
미가로,주거지 도로,37.5382971,127.0871932,37.5382171,127.0868702,,,,175320359,,2,,
아차산로,주거지 도로,37.5382971,127.0871932,37.5377219,127.0873622,,,,469954093,,,,
아차산로,주거지 도로,37.5375085,127.0874183,37.5375712,127.0874018,,,,469954093,,,,
아차산로,2차로,37.5375085,127.0874183,37.5374595,127.0872237,building_passage,,,1199529128,50,2,True,
자양로32길,주거지 도로,37.5440883,127.0891162,37.5440578,127.0894521,,,,175320459,,,,
자양로32길,주거지 도로,37.5440883,127.0891162,37.5435719,127.0890538,,,,469954002,,,,
자양로32길,주거지 도로,37.5440883,127.0891162,37.5441646,127.0882775,,,,175320459,,,,
구의로11길,주거지 도로,37.5435719,127.0890538,37.5435555,127.089338,,,,469953595,,,,
자양로32길,주거지 도로,37.5435719,127.0890538,37.5440883,127.0891162,,,,469954002,,,,
구의로11길,주거지 도로,37.5435719,127.0890538,37.5436295,127.088052,,,,469953595,,,,
아차산로,주거지 도로,37.5377219,127.0873622,37.5375712,127.0874018,,,,469954093,,,,
아차산로,주거지 도로,37.5377219,127.0873622,37.5382971,127.0871932,,,,469954093,,,,
,주거지 도로,37.5377219,127.0873622,37.5376761,127.0871678,,,,469954261,,,,
,주거지 도로,37.5376761,127.0871678,37.5377219,127.0873622,,,,469954261,,,,
아차산로,주거지 도로,37.5376761,127.0871678,37.5375189,127.0872084,,,,469954388,,,,
아차산로,주거지 도로,37.5376761,127.0871678,37.5382171,127.0868702,,,,469954388,,,,
미가로,주거지 도로,37.5382171,127.0868702,37.5382971,127.0871932,,,,175320359,,2,,
미가로,주거지 도로,37.5382171,127.0868702,37.5381339,127.0865345,,,,175320359,,2,,
아차산로,주거지 도로,37.5382171,127.0868702,37.5376761,127.0871678,,,,469954388,,,,
구의로11길,주거지 도로,37.5433643,127.0901104,37.5431949,127.0900705,,,,469954601,,,,
구의로11길,서비스 도로,37.5433643,127.0901104,37.5433314,127.090337,,,,473073166,,,,
구의로11길,서비스 도로,37.5433643,127.0901104,37.5434049,127.0898311,,,,473073166,,,,
구의로11길,주거지 도로,37.5431949,127.0900705,37.5433643,127.0901104,,,,469954601,,,,
구의로,주거지 도로,37.5435236,127.0903842,37.5435624,127.0900705,,,,469954723,,,,
구의로,3차로,37.5435236,127.0903842,37.5433314,127.090337,,,,516647756,,,,
구의로,3차로,37.5435236,127.0903842,37.5439096,127.0904748,,,,516647756,,,,
구의로,주거지 도로,37.5435624,127.0900705,37.5435236,127.0903842,,,,469954723,,,,
광장로,3차로,37.547241,127.1036784,37.5470909,127.1031972,,,,175320419,,,,
광장로,3차로,37.547241,127.1036784,37.5473539,127.1042189,,,,175320419,,,,
천호대로143길,주거지 도로,37.547241,127.1036784,37.5466112,127.1035096,,,,469957170,,,,
천호대로143길,주거지 도로,37.5457933,127.1027802,37.5456634,127.1027144,,,,469957170,,,,
천호대로143길,주거지 도로,37.5457933,127.1027802,37.5460562,127.1030055,,,,469957170,,,,
,,37.5457933,127.1027802,37.5455959,127.1033712,,,,1274050239,,,,
,,37.5457933,127.1027802,37.5458571,127.1025563,,,,1274050239,,,,
천호대로143길,주거지 도로,37.5466112,127.1035096,37.5465756,127.1034768,,,,469957170,,,,
아차산로75길,주거지 도로,37.5466112,127.1035096,37.5462064,127.1046477,,,,408517237,,,,
천호대로143길,주거지 도로,37.5466112,127.1035096,37.547241,127.1036784,,,,469957170,,,,
천호대로143길,주거지 도로,37.5463502,127.1032694,37.5465756,127.1034768,,,,469957170,,,,
아차산로73길,주거지 도로,37.5463502,127.1032694,37.5461415,127.1038417,,,,469957577,,,,
천호대로143길,주거지 도로,37.5463502,127.1032694,37.5460562,127.1030055,,,,469957170,,,,
아차산로73길,주거지 도로,37.5463502,127.1032694,37.5467556,127.1021891,,,,469957577,,,,
아차산로73길,주거지 도로,37.5459335,127.1044119,37.5458037,127.1047483,,,,469957577,,,,
아차산로73길,주거지 도로,37.5459335,127.1044119,37.5461415,127.1038417,,,,469957577,,,,
아차산로73길,주거지 도로,37.5459335,127.1044119,37.5462064,127.1046477,,,,469957805,,,,
"['천호대로145길', '아차산로73길']",주거지 도로,37.5459335,127.1044119,37.5458499,127.1035945,,,,"[789738600, 789738601]",,,,
,,37.5458037,127.1047483,37.5453558,127.1043181,,,,408517224,,,,
아차산로73길,주거지 도로,37.5458037,127.1047483,37.5459335,127.1044119,,,,469957577,,,,
,,37.5458037,127.1047483,37.5462103,127.105075,,,,"[408517224, 408517220]",,,,
광장로,3차로,37.5469287,127.1025032,37.5470909,127.1031972,,,,175320419,,,,
아차산로75길,주거지 도로,37.5469287,127.1025032,37.5469101,127.1025544,,,,469957516,,,,
광장로,3차로,37.5469287,127.1025032,37.5468729,127.1023042,,,,175320419,,,,
천호대로143길,주거지 도로,37.5465756,127.1034768,37.5463502,127.1032694,,,,469957170,,,,
천호대로143길,주거지 도로,37.5465756,127.1034768,37.5466112,127.1035096,,,,469957170,,,,
아차산로75길,주거지 도로,37.5465756,127.1034768,37.5469101,127.1025544,,,,469957516,,,,
천호대로143길,주거지 도로,37.5460562,127.1030055,37.5457933,127.1027802,,,,469957170,,,,
천호대로141길,주거지 도로,37.5460562,127.1030055,37.5462805,127.1023063,,,,469957732,,,,
천호대로143길,주거지 도로,37.5460562,127.1030055,37.5458499,127.1035945,,,,789738602,,,,
천호대로143길,주거지 도로,37.5460562,127.1030055,37.5463502,127.1032694,,,,469957170,,,,
아차산로75길,주거지 도로,37.5462064,127.1046477,37.5462103,127.105075,,,,408517237,,,,
아차산로73길,주거지 도로,37.5462064,127.1046477,37.5459335,127.1044119,,,,469957805,,,,
아차산로75길,주거지 도로,37.5462064,127.1046477,37.5466112,127.1035096,,,,408517237,,,,
아차산로73길,주거지 도로,37.5461415,127.1038417,37.5459335,127.1044119,,,,469957577,,,,
아차산로73길,주거지 도로,37.5461415,127.1038417,37.5463502,127.1032694,,,,469957577,,,,
천호대로145길,주거지 도로,37.5461415,127.1038417,37.5458499,127.1035945,,,,469957849,,,,
천호대로145길,주거지 도로,37.5455959,127.1033712,37.5458499,127.1035945,,,,469957849,,,,
,,37.5455959,127.1033712,37.5457933,127.1027802,,,,1274050239,,,,
천호대로145길,주거지 도로,37.5455959,127.1033712,37.5454672,127.1033066,,,,1274050271,,,,
