,도로명,열선,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,도로_길이,도로폭,도로규모,행정구역,고도의_차이,경사각,최근접_시설들_거리,최근접_시설의_평균거리,2019_평균_온도,2020_평균_온도,2021_평균_온도,2022_평균_온도,2023_평균_온도,2024_평균_온도,종합_평균_기온,행정동,생활인구,최근접_시설들_최소거리,최근접_시설들_최대거리,점수
1807,자양번영로11길,0,주거지 도로,37.5369856,127.0765146,37.5374577,127.0766918,37.53722165,127.0766032,54.77100757,6m미만,소로,광진구,1.0642032623291016,1.1131212090859737,"149.43810020332492 ,179.61879555954343 ,213.00783529701968 ,221.1219755898944 ,221.1219755898944",196.86173644793536,4.576051220000022,1.5419888000000224,-2.9729877519999777,-1.9926996159999817,-7.465633239999974,-2.9378960799999825,-1.541863,자양3동,619954.473070909,149.43810020332492,221.1219755898944,0.011690723
4435,동일로76가길,0,주거지 도로,37.5703937,127.0803322,37.5693387,127.0802473,37.5698662,127.0802898,117.5492083,6m미만,소로,광진구,2.21923828125,1.0815731137029114,"61.649170380270945 ,121.31985780594204 ,99.86160483828151 ,158.8201610325721 ,246.82321498500312",137.69480180841396,4.974592352000036,2.446055090000016,-3.3551223879999723,-5.1434304519999845,-7.340875509999975,-2.481020739999977,-1.816634,중곡3동,353811.96346909093,61.64917038027095,246.82321498500312,0.0116797695
6502,동일로76가길,0,주거지 도로,37.5693387,127.0802473,37.5703937,127.0803322,37.5698662,127.0802898,117.5492083,6m미만,소로,광진구,2.21923828125,1.0815731137029114,"61.649170380270945 ,121.31985780594204 ,99.86160483828151 ,158.8201610325721 ,246.82321498500312",137.69480180841396,4.974592352000036,2.446055090000016,-3.3551223879999723,-5.1434304519999845,-7.340875509999975,-2.481020739999977,-1.816634,중곡3동,353811.96346909093,61.64917038027095,246.82321498500312,0.0116797695
1347,뚝섬로52나길,0,주거지 도로,37.5305995,127.0805328,37.5305113,127.080828,37.5305554,127.0806804,27.81722399,6m미만,소로,광진구,0.1508064270019495,0.3106168807434502,"85.03821219686725 ,132.0032836601921 ,149.35539456918139 ,198.24332126903954 ,198.55014690011868",152.63807171907976,4.2609097760000285,1.1306870600000043,-2.88001760799998,-2.022778191999976,-4.543909743999978,-3.98039218,-1.33925,자양2동,504804.4805581818,85.03821219686725,198.55014690011868,0.011665522
3118,뚝섬로52나길,0,주거지 도로,37.5305113,127.080828,37.5305995,127.0805328,37.5305554,127.0806804,27.81722399,6m미만,소로,광진구,0.1508064270019495,0.3106168807434502,"85.03821219686725 ,132.0032836601921 ,149.35539456918139 ,198.24332126903954 ,198.55014690011868",152.63807171907976,4.2609097760000285,1.1306870600000043,-2.88001760799998,-2.022778191999976,-4.543909743999978,-3.98039218,-1.33925,자양2동,504804.4805581818,85.03821219686725,198.55014690011868,0.011665522
6461,아차산로49길,0,주거지 도로,37.5384166,127.0833616,37.5385109,127.0843173,37.53846375,127.0838394,84.92392952,6m미만,소로,광진구,0.7502708435058594,0.5062248117694522,"57.32373492880252 ,173.9327231754222 ,163.53564561998093 ,204.25955841811273 ,170.30041176012034",153.87041478048775,4.336106216000007,0.958646720000028,-2.3844047079999653,-3.4166467479999825,-4.76403023199997,-2.0440838499999834,-1.219069,구의1동,525582.6877527273,57.32373492880252,204.25955841811276,0.011652747
6460,아차산로49길,0,주거지 도로,37.5385109,127.0843173,37.5384166,127.0833616,37.53846375,127.0838394,84.92392952,6m미만,소로,광진구,0.7502708435058594,0.5062248117694522,"57.32373492880252 ,173.9327231754222 ,163.53564561998093 ,204.25955841811273 ,170.30041176012034",153.87041478048775,4.336106216000007,0.958646720000028,-2.3844047079999653,-3.4166467479999825,-4.76403023199997,-2.0440838499999834,-1.219069,구의1동,525582.6877527273,57.32373492880252,204.25955841811276,0.011652747
3873,광나루로44길,0,주거지 도로,37.5426916,127.0911937,37.5414127,127.0909637,37.54205215,127.0910787,145.5016678,6m미만,소로,광진구,0.9383640289306676,0.3742786311822358,"60.092820515818204 ,126.53167395407405 ,111.44993754257048 ,145.55599081593576 ,175.15696160729456",123.7574768871386,4.35661433600003,1.0207407500000254,-2.7925162959999854,-3.966947967999977,-4.649184759999992,-1.9620513699999644,-1.332224,구의3동,668180.4635927272,60.09282051581821,175.15696160729456,0.011639503
5008,광나루로44길,0,주거지 도로,37.5414127,127.0909637,37.5426916,127.0911937,37.54205215,127.0910787,145.5016678,6m미만,소로,광진구,0.9383640289306676,0.3742786311822358,"60.092820515818204 ,126.53167395407405 ,111.44993754257048 ,145.55599081593576 ,175.15696160729456",123.7574768871386,4.35661433600003,1.0207407500000254,-2.7925162959999854,-3.966947967999977,-4.649184759999992,-1.9620513699999644,-1.332224,구의3동,668180.4635927272,60.09282051581821,175.15696160729456,0.011639503
4023,광나루로24길,0,주거지 도로,37.5454463,127.0765175,37.5446839,127.0767268,37.5450651,127.0766222,86.81420792,6m미만,소로,광진구,2.33437728881836,1.5412362850832593,"135.24040141830204 ,216.74102535897254 ,314.4785197149859 ,397.6987726059752 ,433.8216527631236",299.59607437227186,5.760053348000019,2.0307656600000143,-2.1909447759999807,-2.146510515999978,-6.752121564999968,-1.3957993899999792,-0.782426,화양동,933033.0985672728,135.24040141830204,433.8216527631236,0.011634309
1282,뚝섬로52가길,0,주거지 도로,37.5307408,127.082568,37.5307942,127.0816045,37.5307675,127.0820863,85.55317692,6m미만,소로,광진구,0.750320434570309,0.5047494353681855,"37.198667323898384 ,134.2537024637804 ,112.49339339613383 ,141.80340591623957 ,188.85501227687803",122.92083627538604,4.2308312000000114,0.9985236200000144,-3.6791506839999775,-2.3707326279999963,-4.595863647999977,-3.759360219999977,-1.529292,자양2동,504804.4805581818,37.198667323898384,188.85501227687803,0.011633444
2753,자양로22길,0,주거지 도로,37.5396091,127.0845387,37.5396332,127.084892,37.53962115,127.0847153,31.26557343,6m미만,소로,광진구,0.3614006042480469,0.6622567304439135,"88.43941402412746 ,117.27333082333114 ,121.80609473313268 ,149.20107235778426 ,151.2514639833483",125.59427518434477,4.469408996000027,1.0680233600000215,-2.061743619999981,-3.8924351319999686,-4.487170611999977,-2.1557391699999804,-1.176609,구의1동,525582.6877527273,88.43941402412746,151.2514639833483,0.011627907
3775,자양로22길,0,주거지 도로,37.5396332,127.084892,37.5396091,127.0845387,37.53962115,127.0847153,31.26557343,6m미만,소로,광진구,0.3614006042480469,0.6622567304439135,"88.43941402412746 ,117.27333082333114 ,121.80609473313268 ,149.20107235778426 ,151.2514639833483",125.59427518434477,4.469408996000027,1.0680233600000215,-2.061743619999981,-3.8924351319999686,-4.487170611999977,-2.1557391699999804,-1.176609,구의1동,525582.6877527273,88.43941402412746,151.2514639833483,0.011627907
3593,뚝섬로67길,0,주거지 도로,37.5357203,127.0916068,37.535266,127.0909877,37.53549315,127.0912972,89.00883607,6m미만,소로,광진구,0.5355396270751989,0.4125463036040628,"64.61849764020133 ,116.93659375353575 ,141.46747859859684 ,141.46747859859684 ,143.90498674764822",121.6790070677158,4.154267552000022,1.004789990000025,-2.0385010839999835,-4.8918641799999705,-4.556898219999982,-1.095420537142843,-1.237271,구의3동,668180.4635927272,64.61849764020133,143.90498674764822,0.011616974
3544,뚝섬로67길,0,주거지 도로,37.535266,127.0909877,37.5357203,127.0916068,37.53549315,127.0912972,89.00883607,6m미만,소로,광진구,0.5355396270751989,0.4125463036040628,"64.61849764020133 ,116.93659375353575 ,141.46747859859684 ,141.46747859859684 ,143.90498674764822",121.6790070677158,4.154267552000022,1.004789990000025,-2.0385010839999835,-4.8918641799999705,-4.556898219999982,-1.095420537142843,-1.237271,구의3동,668180.4635927272,64.61849764020133,143.90498674764822,0.011616974
3130,뚝섬로48길,0,주거지 도로,37.5306344,127.0770957,37.531202,127.0772744,37.5309182,127.077185,65.05173569,6m미만,소로,광진구,1.0342512130737305,0.910864564623591,"104.59176261869911 ,120.83390884007967 ,159.4918982813666 ,179.08618815205307 ,170.05366432971402",146.8114844443825,4.768143944000019,1.29304301000001,-2.689975695999982,-2.308524663999992,-4.160407899999996,-3.58162317999998,-1.113224,자양2동,504804.4805581818,104.59176261869912,179.08618815205307,0.011595766
1270,뚝섬로48길,0,주거지 도로,37.531202,127.0772744,37.5306344,127.0770957,37.5309182,127.077185,65.05173569,6m미만,소로,광진구,1.0342512130737305,0.910864564623591,"104.59176261869911 ,120.83390884007967 ,159.4918982813666 ,179.08618815205307 ,170.05366432971402",146.8114844443825,4.768143944000019,1.29304301000001,-2.689975695999982,-2.308524663999992,-4.160407899999996,-3.58162317999998,-1.113224,자양2동,504804.4805581818,104.59176261869912,179.08618815205307,0.011595766
3935,자양로30길,0,주거지 도로,37.5435491,127.0864008,37.5437596,127.0856581,37.54365435,127.0860294,69.53815317,6m미만,소로,광진구,0.294168472290039,0.242378240289666,"99.9012578093306 ,156.9380760364559 ,209.07730342459007 ,209.07730342459007 ,189.13113341972038",172.8250148229374,4.662185324000006,1.2030351500000147,-2.2176053319999824,-2.419952115999979,-4.361387475999981,-3.210768009999986,-1.057415,구의1동,525582.6877527273,99.9012578093306,209.07730342459007,0.011592515
6566,동일로76길,0,주거지 도로,37.5679131,127.0785682,37.5676738,127.079308,37.56779345,127.0789381,70.42409151,6m미만,소로,광진구,3.58506393432617,2.9142325832919878,"209.72696590118414 ,204.72595765304715 ,267.4396855971077 ,267.4396855971077 ,267.4396855971077",243.3543960691109,4.357297940000024,2.2404042200000163,-3.595067391999976,-4.131354729999984,-7.794617664999983,-3.5525700099999877,-2.079318,중곡3동,353811.96346909093,204.72595765304715,267.4396855971077,0.011578814
6560,동일로76길,0,주거지 도로,37.5676738,127.079308,37.5679131,127.0785682,37.56779345,127.0789381,70.42409151,6m미만,소로,광진구,3.58506393432617,2.9142325832919878,"209.72696590118414 ,204.72595765304715 ,267.4396855971077 ,267.4396855971077 ,267.4396855971077",243.3543960691109,4.357297940000024,2.2404042200000163,-3.595067391999976,-4.131354729999984,-7.794617664999983,-3.5525700099999877,-2.079318,중곡3동,353811.96346909093,204.72595765304715,267.4396855971077,0.011578814
3179,자양번영로4길,0,주거지 도로,37.5311436,127.0776034,37.5318996,127.0778268,37.5315216,127.0777151,86.34079998,6m미만,소로,광진구,1.122390747070309,0.7447779211872061,"97.58020462393465 ,133.4639085910356 ,133.4639085910356 ,133.4639085910356 ,161.14618338884827",131.82362275717793,4.669021364000036,1.3238051900000112,-2.4712224159999834,-2.241531471999963,-4.023003495999978,-3.332677389999972,-1.012601,자양2동,504804.4805581818,97.58020462393463,161.14618338884827,0.011552295
3237,자양번영로4길,0,주거지 도로,37.5318996,127.0778268,37.5311436,127.0776034,37.5315216,127.0777151,86.34079998,6m미만,소로,광진구,1.122390747070309,0.7447779211872061,"97.58020462393465 ,133.4639085910356 ,133.4639085910356 ,133.4639085910356 ,161.14618338884827",131.82362275717793,4.669021364000036,1.3238051900000112,-2.4712224159999834,-2.241531471999963,-4.023003495999978,-3.332677389999972,-1.012601,자양2동,504804.4805581818,97.58020462393463,161.14618338884827,0.011552295
1712,능동로32길,0,주거지 도로,37.5537842,127.0828534,37.5525485,127.0814829,37.55316635,127.0821682,194.9080967,6m미만,소로,광진구,6.234233856201172,1.951510063936683,"48.76683948518347 ,101.46594904407159 ,149.1895794325918 ,212.01473952323659 ,330.64741959057557",168.4169054151318,4.535718584000006,0.789454730000017,-3.3886189839999985,-4.444103559999997,-4.410606963999976,-3.423254919999986,-1.723569,능동,371402.6744345455,48.76683948518347,330.6474195905756,0.01154911
4127,능동로32길,0,주거지 도로,37.5525485,127.0814829,37.5537842,127.0828534,37.55316635,127.0821682,194.9080967,6m미만,소로,광진구,6.234233856201172,1.951510063936683,"48.76683948518347 ,101.46594904407159 ,149.1895794325918 ,212.01473952323659 ,330.64741959057557",168.4169054151318,4.535718584000006,0.789454730000017,-3.3886189839999985,-4.444103559999997,-4.410606963999976,-3.423254919999986,-1.723569,능동,371402.6744345455,48.76683948518347,330.6474195905756,0.01154911
7117,긴고랑로8길,0,주거지 도로,37.5600798,127.0772726,37.5605146,127.0775168,37.5602972,127.0773947,52.92283076,6m미만,소로,광진구,0.0857028961181605,0.0927844715223931,"13.431471612112848 ,66.70092067538512 ,214.14068876955915 ,295.93115370802417 ,292.11369368758494",176.46358569053325,4.001140256000019,1.5590789000000125,-3.6360836319999743,-1.5251144799999707,-7.321221894999979,-2.724839499999973,-1.60784,중곡1동,356386.0065472728,13.431471612112848,295.93115370802417,0.011517699
7121,긴고랑로8길,0,주거지 도로,37.5605146,127.0775168,37.5600798,127.0772726,37.5602972,127.0773947,52.92283076,6m미만,소로,광진구,0.0857028961181605,0.0927844715223931,"13.431471612112848 ,66.70092067538512 ,214.14068876955915 ,295.93115370802417 ,292.11369368758494",176.46358569053325,4.001140256000019,1.5590789000000125,-3.6360836319999743,-1.5251144799999707,-7.321221894999979,-2.724839499999973,-1.60784,중곡1동,356386.0065472728,13.431471612112848,295.93115370802417,0.011517699
1816,자양번영로9길,0,주거지 도로,37.5389087,127.0731114,37.5361051,127.0761296,37.5375069,127.0746205,409.886822,6m미만,소로,광진구,3.995308876037599,0.5584649180081629,"65.84169832186832 ,65.84169832186832 ,92.51497300008035 ,156.72373264162331 ,171.4232042792933",110.46906131294672,4.1467479080000205,1.0178924000000222,-4.018901871999981,-3.378364923999982,-7.727111769999993,-3.080313579999976,-2.173342,자양3동,619954.473070909,65.84169832186832,171.4232042792933,0.011501626
1762,자양번영로9길,0,주거지 도로,37.5361051,127.0761296,37.5389087,127.0731114,37.5375069,127.0746205,409.886822,6m미만,소로,광진구,3.995308876037599,0.5584649180081629,"65.84169832186832 ,65.84169832186832 ,92.51497300008035 ,156.72373264162331 ,171.4232042792933",110.46906131294672,4.1467479080000205,1.0178924000000222,-4.018901871999981,-3.378364923999982,-7.727111769999993,-3.080313579999976,-2.173342,자양3동,619954.473070909,65.84169832186832,171.4232042792933,0.011501626
1734,자양번영로11길,0,주거지 도로,37.5373472,127.075072,37.5372816,127.0753336,37.5373144,127.0752028,24.19193786,6m미만,소로,광진구,0.5185451507568395,1.227927333401145,"119.81728534536316 ,100.4985253714327 ,100.4985253714327 ,124.21903234584302 ,190.91517524026798",127.18970873486792,4.489917116000027,1.2873463100000226,-3.305902899999984,-2.651693871999987,-7.477596309999981,-2.944162449999984,-1.767015,자양3동,619954.473070909,100.4985253714327,190.915175240268,0.011500497
1739,자양번영로11길,0,주거지 도로,37.5372816,127.0753336,37.5373472,127.075072,37.5373144,127.0752028,24.19193786,6m미만,소로,광진구,0.5185451507568395,1.227927333401145,"119.81728534536316 ,100.4985253714327 ,100.4985253714327 ,124.21903234584302 ,190.91517524026798",127.18970873486792,4.489917116000027,1.2873463100000226,-3.305902899999984,-2.651693871999987,-7.477596309999981,-2.944162449999984,-1.767015,자양3동,619954.473070909,100.4985253714327,190.915175240268,0.011500497
3307,뚝섬로38길,0,주거지 도로,37.5337885,127.0727684,37.533507,127.0729383,37.53364775,127.0728534,34.70184871,6m미만,소로,광진구,0.0100164413452201,0.0165380413695509,"70.26922958820485 ,112.37987429769228 ,144.3040465849057 ,167.72594252746467 ,202.05653363316827",139.34712532628714,3.607384352000019,0.4322716400000104,-4.450255995999987,-2.426788155999975,-7.880922669999983,-3.28653411999998,-2.334141,자양3동,619954.473070909,70.26922958820485,202.05653363316827,0.011496921
3304,뚝섬로38길,0,주거지 도로,37.533507,127.0729383,37.5337885,127.0727684,37.53364775,127.0728534,34.70184871,6m미만,소로,광진구,0.0100164413452201,0.0165380413695509,"70.26922958820485 ,112.37987429769228 ,144.3040465849057 ,167.72594252746467 ,202.05653363316827",139.34712532628714,3.607384352000019,0.4322716400000104,-4.450255995999987,-2.426788155999975,-7.880922669999983,-3.28653411999998,-2.334141,자양3동,619954.473070909,70.26922958820485,202.05653363316827,0.011496921
6577,동일로76나길,0,주거지 도로,37.5685815,127.079815,37.5686708,127.0802334,37.56862615,127.0800242,52.71143925,6m미만,소로,광진구,0.8657512664794886,1.2986659908127534,"181.45614270410425 ,190.14009172272532 ,180.4048743968288 ,236.28272329149277 ,211.6040205290532",199.9775705288409,5.131821272000013,3.009458720000017,-3.203362299999992,-5.317065867999986,-7.257134019999981,-2.5055165499999723,-1.6903,중곡3동,353811.96346909093,180.4048743968288,236.2827232914928,0.011485393
6579,동일로76나길,0,주거지 도로,37.5686708,127.0802334,37.5685815,127.079815,37.56862615,127.0800242,52.71143925,6m미만,소로,광진구,0.8657512664794886,1.2986659908127534,"181.45614270410425 ,190.14009172272532 ,180.4048743968288 ,236.28272329149277 ,211.6040205290532",199.9775705288409,5.131821272000013,3.009458720000017,-3.203362299999992,-5.317065867999986,-7.257134019999981,-2.5055165499999723,-1.6903,중곡3동,353811.96346909093,180.4048743968288,236.2827232914928,0.011485393
3940,광나루로30나길,0,주거지 도로,37.5436342,127.0823426,37.5431465,127.0820796,37.54339035,127.0822111,58.97914597,6m미만,소로,광진구,0.3679618835449183,0.357455484562629,"92.9733062436384 ,145.96193154624115 ,174.9042785276357 ,174.9042785276357 ,193.0289611368132",156.35455119639283,3.873306308000019,1.0412488700000229,-3.011953179999989,-1.9995356559999773,-4.17749799999998,-2.017309359999975,-1.048624,구의1동,525582.6877527273,92.9733062436384,193.0289611368132,0.01146604
3902,광나루로30나길,0,주거지 도로,37.5431465,127.0820796,37.5436342,127.0823426,37.54339035,127.0822111,58.97914597,6m미만,소로,광진구,0.3679618835449183,0.357455484562629,"92.9733062436384 ,145.96193154624115 ,174.9042785276357 ,174.9042785276357 ,193.0289611368132",156.35455119639283,3.873306308000019,1.0412488700000229,-3.011953179999989,-1.9995356559999773,-4.17749799999998,-2.017309359999975,-1.048624,구의1동,525582.6877527273,92.9733062436384,193.0289611368132,0.01146604
5965,동일로46길,0,주거지 도로,37.5532699,127.0713215,37.5533578,127.0715124,37.55331385,127.0714169,19.46107716,6m미만,소로,광진구,0.8498754501342791,2.5005514777381204,"96.44278452112702 ,92.62265724694375 ,112.8874363606552 ,113.75847520463509 ,131.98851889555476",109.53997444578316,5.363563028000033,2.2409738900000207,-4.217830635999968,-3.5716539549999737,-6.873461274999968,-1.999649589999971,-1.509676,군자동,582292.51772,92.62265724694376,131.98851889555476,0.011442192
5959,동일로46길,0,주거지 도로,37.5533578,127.0715124,37.5532699,127.0713215,37.55331385,127.0714169,19.46107716,6m미만,소로,광진구,0.8498754501342791,2.5005514777381204,"96.44278452112702 ,92.62265724694375 ,112.8874363606552 ,113.75847520463509 ,131.98851889555476",109.53997444578316,5.363563028000033,2.2409738900000207,-4.217830635999968,-3.5716539549999737,-6.873461274999968,-1.999649589999971,-1.509676,군자동,582292.51772,92.62265724694376,131.98851889555476,0.011442192
3120,뚝섬로58가길,0,주거지 도로,37.5305798,127.0839974,37.5308997,127.0846666,37.53073975,127.084332,68.90251697,6m미만,소로,광진구,0.4059982299804687,0.3376037587281695,"68.27788548240159 ,68.27788548240159 ,92.82360503833586 ,116.87624385902681 ,134.0447183511123",96.06006764265564,4.762675112000011,1.3511493500000142,-2.8007195439999863,-2.1007090479999877,-4.152204651999983,-2.727687849999981,-0.944583,자양2동,504804.4805581818,68.27788548240159,134.0447183511123,0.011414512
1363,뚝섬로58가길,0,주거지 도로,37.5308997,127.0846666,37.5305798,127.0839974,37.53073975,127.084332,68.90251697,6m미만,소로,광진구,0.4059982299804687,0.3376037587281695,"68.27788548240159 ,68.27788548240159 ,92.82360503833586 ,116.87624385902681 ,134.0447183511123",96.06006764265564,4.762675112000011,1.3511493500000142,-2.8007195439999863,-2.1007090479999877,-4.152204651999983,-2.727687849999981,-0.944583,자양2동,504804.4805581818,68.27788548240159,134.0447183511123,0.011414512
1999,동일로20길,0,주거지 도로,37.5401373,127.0679866,37.5399269,127.0686053,37.5400321,127.068296,59.35581163,6m미만,소로,광진구,0.0112886428833007,0.0108968689291885,"102.06811718346098 ,105.90869259657948 ,263.8492968867733 ,281.2986319449217 ,245.45534635110803",199.71601699256868,5.314343540000027,1.3289322200000224,-4.219197843999973,-1.4943522999999743,-8.314156704999974,-3.7331553999999776,-1.852931,자양4동,627107.2152381819,102.06811718346098,281.2986319449217,0.011373241
6357,동일로20길,0,주거지 도로,37.5399269,127.0686053,37.5401373,127.0679866,37.5400321,127.068296,59.35581163,6m미만,소로,광진구,0.0112886428833007,0.0108968689291885,"102.06811718346098 ,105.90869259657948 ,263.8492968867733 ,281.2986319449217 ,245.45534635110803",199.71601699256868,5.314343540000027,1.3289322200000224,-4.219197843999973,-1.4943522999999743,-8.314156704999974,-3.7331553999999776,-1.852931,자양4동,627107.2152381819,102.06811718346098,281.2986319449217,0.011373241
3892,자양로30길,0,주거지 도로,37.5429773,127.0892067,37.5430866,127.0883596,37.54303195,127.0887831,75.66794785,6m미만,소로,광진구,0.2799167633056676,0.211952340537264,"158.36027604983587 ,176.32078399246035 ,188.11048575185453 ,212.37608542241637 ,201.24311311676996",187.28214886666743,4.429759964000016,1.002511310000017,-2.4698552079999785,-3.433736847999989,-4.664224047999977,-2.510073909999984,-1.27427,구의1동,525582.6877527273,158.36027604983587,212.3760854224164,0.011367876
2216,동일로6길,0,주거지 도로,37.5388113,127.0622632,37.5379242,127.0629085,37.53836775,127.0625859,113.8743391,6m미만,소로,광진구,0.260701179504391,0.1311715389188536,"138.71908235878948 ,233.9615224910516 ,235.70263713858353 ,313.69714960641164 ,317.0661973125461",247.8293177814765,5.9097626240000185,2.1498266900000167,-3.870559803999993,-0.9158524149999748,-7.766418999999985,-3.522377499999985,-1.335937,자양4동,627107.2152381819,138.71908235878948,317.0661973125461,0.011340807
3706,아차산로45길,0,주거지 도로,37.5376674,127.0807978,37.5383154,127.079671,37.5379914,127.0802344,122.731035,폭6-8m,소로3류,광진구,5.207353591918942,2.429563237536724,"94.57335707750782 ,105.65810785154031 ,128.7499842265051 ,159.47099963259748 ,166.2674766513477",130.94398508789968,4.092059588000029,0.9723188000000296,-3.473385879999978,-3.45014334399998,-4.656704403999981,-2.955555849999982,-1.578569,자양1동,598211.9410745455,94.57335707750782,166.2674766513477,0.011322617
3723,아차산로45길,0,주거지 도로,37.5383154,127.079671,37.5376674,127.0807978,37.5379914,127.0802344,122.731035,폭6-8m,소로3류,광진구,5.207353591918942,2.429563237536724,"94.57335707750782 ,105.65810785154031 ,128.7499842265051 ,159.47099963259748 ,166.2674766513477",130.94398508789968,4.092059588000029,0.9723188000000296,-3.473385879999978,-3.45014334399998,-4.656704403999981,-2.955555849999982,-1.578569,자양1동,598211.9410745455,94.57335707750782,166.2674766513477,0.011322617
1292,뚝섬로56길,0,주거지 도로,37.5299729,127.0826583,37.529709,127.0826641,37.52984095,127.0826612,29.34883942,6m미만,소로,광진구,0.0721130371093785,0.1407813827800202,"37.20805109098227 ,79.92190843219132 ,94.39013645001774 ,195.21600284298208 ,191.4118754143617",119.629594846107,3.941666708000014,0.7467294800000275,-3.219085191999977,-2.4206357199999844,-4.95202133199997,-3.78613470999998,-1.614913,자양2동,504804.4805581818,37.20805109098227,195.21600284298208,0.011286009
3035,뚝섬로56길,0,주거지 도로,37.529709,127.0826641,37.5299729,127.0826583,37.52984095,127.0826612,29.34883942,6m미만,소로,광진구,0.0721130371093785,0.1407813827800202,"37.20805109098227 ,79.92190843219132 ,94.39013645001774 ,195.21600284298208 ,191.4118754143617",119.629594846107,3.941666708000014,0.7467294800000275,-3.219085191999977,-2.4206357199999844,-4.95202133199997,-3.78613470999998,-1.614913,자양2동,504804.4805581818,37.20805109098227,195.21600284298208,0.011286009
5315,천호대로127길,0,주거지 도로,37.5536919,127.0898116,37.5539045,127.0904232,37.5537982,127.0901174,58.86967701,6m미만,소로,광진구,1.3845100402832031,1.3472483208368078,"139.202867353644 ,228.7806919168602 ,229.97511741256395 ,223.88420019411663 ,204.75624219375777",205.31982381418848,4.958185856000012,1.397862290000025,-2.6858740719999785,-4.178181603999962,-4.368907119999972,-2.820544059999984,-1.28291,중곡4동,571703.5397563636,139.202867353644,229.97511741256395,0.011282769
4346,천호대로127길,0,주거지 도로,37.5539045,127.0904232,37.5536919,127.0898116,37.5537982,127.0901174,58.86967701,6m미만,소로,광진구,1.3845100402832031,1.3472483208368078,"139.202867353644 ,228.7806919168602 ,229.97511741256395 ,223.88420019411663 ,204.75624219375777",205.31982381418848,4.958185856000012,1.397862290000025,-2.6858740719999785,-4.178181603999962,-4.368907119999972,-2.820544059999984,-1.28291,중곡4동,571703.5397563636,139.202867353644,229.97511741256395,0.011282769
5087,자양로28가길,0,주거지 도로,37.5437596,127.0856581,37.5432728,127.0854435,37.5435162,127.0855508,57.34117593,6m미만,소로,광진구,0.0454292297363316,0.0453933185104693,"91.20469711137484 ,114.85182581201292 ,161.1704959678281 ,213.12475929287788 ,195.38639897867876",155.1476354325545,4.764042320000021,1.263989840000022,-2.199831627999976,-2.2640904039999667,-4.290292659999989,-3.157219029999984,-0.980567,구의1동,525582.6877527273,91.20469711137484,213.12475929287788,0.011273986
5051,자양로28가길,0,주거지 도로,37.5432728,127.0854435,37.5437596,127.0856581,37.5435162,127.0855508,57.34117593,6m미만,소로,광진구,0.0454292297363316,0.0453933185104693,"91.20469711137484 ,114.85182581201292 ,161.1704959678281 ,213.12475929287788 ,195.38639897867876",155.1476354325545,4.764042320000021,1.263989840000022,-2.199831627999976,-2.2640904039999667,-4.290292659999989,-3.157219029999984,-0.980567,구의1동,525582.6877527273,91.20469711137484,213.12475929287788,0.011273986
2622,자양로22길,0,주거지 도로,37.5395734,127.0840181,37.5393454,127.0840214,37.5394594,127.0840197,25.35414867,6m미만,소로,광진구,0.1943836212158203,0.4392637580498831,"66.54946152830033 ,92.41488892228902 ,104.40023602480716 ,178.64612641348316 ,194.6763591374385",127.33741440526364,4.526831732000017,1.0930888400000356,-2.12600239599999,-3.5068824759999644,-4.576722735999988,-2.077124709999973,-1.111135,구의1동,525582.6877527273,66.54946152830033,194.6763591374385,0.011239282
2619,Achasan-ro 53-gil,0,주거지 도로,37.5393454,127.0840214,37.5395734,127.0840181,37.5394594,127.0840197,25.35414867,6m미만,소로,광진구,0.1943836212158203,0.4392637580498831,"66.54946152830033 ,92.41488892228902 ,104.40023602480716 ,178.64612641348316 ,194.6763591374385",127.33741440526364,4.526831732000017,1.0930888400000356,-2.12600239599999,-3.5068824759999644,-4.576722735999988,-2.077124709999973,-1.111135,구의1동,525582.6877527273,66.54946152830033,194.6763591374385,0.011239282
6140,군자로,0,주거지 도로,37.5538094,127.0749855,37.5541514,127.0747718,37.5539804,127.0748787,43.02397976,6m미만,소로,광진구,0.400741577148441,0.5410157330064269,"47.58869615893824 ,229.8360292261619 ,207.70167014289748 ,203.37461629347249 ,286.70522050395795",195.04124646508564,5.261706032000018,1.925946380000018,-3.97173319599998,-0.8415104799999824,-6.735885969999977,-2.7994662699999773,-1.193491,군자동,582292.51772,47.58869615893824,286.70522050395795,0.011215673
6206,군자로,0,주거지 도로,37.5541514,127.0747718,37.5538094,127.0749855,37.5539804,127.0748787,43.02397976,6m미만,소로,광진구,0.400741577148441,0.5410157330064269,"47.58869615893824 ,229.8360292261619 ,207.70167014289748 ,203.37461629347249 ,286.70522050395795",195.04124646508564,5.261706032000018,1.925946380000018,-3.97173319599998,-0.8415104799999824,-6.735885969999977,-2.7994662699999773,-1.193491,군자동,582292.51772,47.58869615893824,286.70522050395795,0.011215673
